,means,variances,residual_variances,highly_variable_rank,highly_variable_nbatches,highly_variable_intersection,highly_variable
PCDH20,0.03208306669899401,0.04171781293882637,1.4698490893988516,9489.0,251,False,True
LINC02339,0.00021016085503173777,0.00022204081790785896,0.294961602049671,15589.0,21,False,False
LINC00358,0.000205689347477871,0.00020664081038172533,0.4684055351844874,12382.0,62,False,False
LINC01075,0.0005470144240897004,0.0005487028086144429,0.9587818591587959,9043.0,153,False,False
LINC01074,2.4841708632593117e-06,2.484165926372957e-06,0.010228036347494323,15357.5,2,False,False
LINC00459,2.6829045323200566e-05,2.6828338854763152e-05,0.12164122223863445,15436.0,23,False,False
AL445668.1,0.00019426216150687816,0.0002190662411916733,0.39062110499898767,11644.5,48,False,False
LINC00448,0.000595704173009583,0.0006430457096094914,1.0100999867436822,7694.0,149,False,False
AL354810.1,0.0003552364334460816,0.0003749837937332777,0.8453194196304722,8011.0,121,False,False
LINC00376,0.0006374382435123394,0.000689696680964012,1.0307993696704374,9025.5,170,False,True
AL359208.1,0.0011705413107677876,0.0016272530594674838,1.2129342824904035,7800.5,188,False,True
LINC00395,0.002082232017583955,0.0061181548591225,1.026633943004468,7301.0,169,False,True
AL445989.1,0.00016792995035632948,0.00016988917098545623,0.4235254230079626,14076.0,53,False,False
AL445238.2,6.160743740883092e-05,6.458467905627363e-05,0.168503868708734,12586.0,25,False,False
AL445238.1,5.465175899170485e-06,5.4651487462955315e-06,0.025492670209670602,15455.0,5,False,False
LINC00355,0.0020300644294555096,0.0024740889208116064,1.2795209875594544,8618.0,200,False,True
LINC01052,0.0017667423179500224,0.0028089614343794677,0.5996446335167648,12936.5,66,False,False
AL158038.1,0.0006255142233686947,0.0007324395005188428,0.5740388943949404,10558.0,67,False,False
PCDH9,45.78620380932697,3966.4027244680524,17.11816439107377,29.0,346,True,True
PCDH9-AS1,0.023234946918236993,0.028031097101045944,1.0998096724590587,14339.0,224,False,True
PCDH9-AS2,0.7331309893359513,3.2013045115516445,1.4518303537328867,10247.5,316,False,True
PCDH9-AS3,0.06962683778960464,0.0993288389650739,1.0097291436808424,15547.0,172,False,True
PCDH9-AS4,0.1232526342147834,0.19609854785938635,1.0313999581980389,15785.0,201,False,True
AL160254.1,0.31121394474409064,0.7847139214004479,1.2105867745726973,14307.5,282,False,True
LINC00364,0.000451125428767891,0.000573143405844998,0.8118096508931925,9614.0,125,False,False
AL512452.1,0.0046513615243667355,0.010557956953971508,1.9446555452055738,4750.5,308,False,True
AL590027.1,5.9123266545571615e-05,6.607548223060811e-05,0.1486151994244888,15558.5,18,False,False
LINC00550,0.00015600593021268476,0.00015995634521541655,0.5037211629306111,10853.5,70,False,False
LINC02342,3.9249899639497125e-05,4.222938510178817e-05,0.16610114432083123,14634.0,23,False,False
LINC00383,0.0017821441773022302,0.003771275045465867,0.8948175989599852,9255.0,117,False,False
KLHL1,0.1390718342720187,0.7687963979694401,2.876358257782915,2066.0,345,False,True
ATXN8OS,0.004372140719336388,0.00604425163156446,1.382844587841972,9424.5,258,False,True
AL160391.1,1.3414522661600283e-05,1.341434937688923e-05,0.06809145251976938,16308.0,9,False,False
LINC00348,0.0013970976934970368,0.0043115645471309616,1.1868676425491167,8667.0,189,False,True
DACH1,0.46736196953015385,4.780863698191474,3.2022097104113145,1867.0,345,False,True
MZT1,0.06802305708028443,0.08455116186523216,1.4845722130656336,9027.0,279,False,True
BORA,0.02825495939871141,0.034607071274861505,1.2173423305408475,13508.0,308,False,True
DIS3,0.17276017218285086,0.23951566961407694,1.2043520279277589,14391.5,340,False,True
PIBF1,0.930484949899242,2.73265475635882,1.420714028298408,9672.5,346,True,True
KLF5,0.02805473522713271,0.052526742493152805,1.3158345729533174,11242.0,294,False,True
LINC00393,0.009252542797295633,0.016207081527784703,1.3356963855669324,10884.0,283,False,True
LINC00392,0.00035772060430934086,0.0003635548309768827,0.6832627140410125,10943.5,96,False,False
KLF12,1.1800909604003291,7.9421854498571465,2.4325831843619463,2988.0,346,True,True
AL159972.1,0.0006955678417126073,0.0007000527166268166,0.6919426795584089,12673.0,81,False,False
LINC00402,0.015509672367673186,0.02142292113683916,0.9371528049444016,14181.0,128,False,False
AL353660.1,0.028450215228563593,0.04426290655361721,1.7575606129978463,6109.0,326,False,True
AL355390.1,0.00018432547805384092,0.000193234613285274,0.39408713880014035,12051.5,46,False,False
LINC00381,0.0024091489031888803,0.0027580858743360193,1.5431680833101902,6740.5,262,False,True
LINC00347,0.00048043864495435085,0.000557714231687972,0.40184417937892286,13648.0,29,False,False
LINC01078,4.968341726518623e-06,4.968319510530026e-06,0.017734185671773192,18104.0,1,False,False
TBC1D4,0.5619045442440768,2.2851018821316096,2.970133032077596,2182.0,345,False,True
AL139230.1,0.00013414522661600283,0.00013412729831320373,0.3636703065394568,11431.0,44,False,False
COMMD6,0.0995635808627426,0.13201578972089564,1.1180547809892438,16257.0,270,False,True
UCHL3,0.1974036439805559,0.3448646906054308,1.1725332336563923,14787.0,329,False,True
LMO7-AS1,0.04463707257356127,0.06293931788055622,0.9829449369875763,15223.0,146,False,False
LMO7,0.7885225344107348,3.971870535273249,1.3214140302931618,12753.0,343,False,True
AL137244.1,0.0024851645316046156,0.002534635175485955,0.8748946595340084,12498.0,109,False,False
LMO7DN,0.004276748558187231,0.005074262212518858,0.5906375583538082,12305.0,24,False,False
LMO7DN-IT1,1.3414522661600283e-05,1.341434937688923e-05,0.03041959680297001,19723.0,1,False,False
LINC00561,4.9683417265186235e-05,4.96809735064404e-05,0.10065491756995766,13034.5,6,False,False
LINC01034,0.00016296160862981084,0.00016790347729062692,0.2546586726474011,13721.0,24,False,False
AL136441.1,0.06411247530734161,0.23513424116325585,1.5274861424945785,8714.0,326,False,True
AL161717.1,0.005004113786949558,0.0074284687940480276,0.7793107514447474,14074.0,78,False,False
AL365394.1,0.0008843648273203149,0.0009600956657692722,0.9189346241061574,10981.0,146,False,False
KCTD12,0.04947673424936306,0.09759065558609227,3.0620115064832976,2144.0,344,False,True
AC000403.1,0.0021055832236985925,0.0022164163722331455,1.313471314567427,5238.5,180,False,True
ACOD1,0.0002350025636643309,0.00024289680490126645,0.5058712563049292,13166.0,60,False,False
CLN5,0.10307222379001006,0.13408907277096757,1.2660704593666863,13186.5,344,False,True
FBXL3,0.19276917481805933,0.2588355910382093,1.2770027445350887,12567.5,340,False,True
MYCBP2-AS1,0.2592843401843454,0.5844201189777034,1.1678197451869163,13855.5,238,False,True
AC001226.1,0.0006011693489087534,0.0006167069442486226,0.9827329743245039,10957.0,175,False,True
MYCBP2,3.097707408393715,29.931503853745024,1.4550227663202262,10417.0,346,True,True
MYCBP2-AS2,0.0010130448780371474,0.001015993796273883,0.8239248181369594,10700.0,106,False,False
AL159158.1,0.00010135417122097992,0.00010134394890409277,0.22607081803699208,14333.5,28,False,False
SCEL,0.003468399359282651,0.00406449661187408,1.4857579248366777,7763.0,265,False,True
AL137140.1,0.01179981160048173,0.014681335110580363,2.4592361358181325,3297.5,344,False,True
SCEL-AS1,7.65124625883868e-05,7.650664644257193e-05,0.2988027389677501,13642.0,45,False,False
SLAIN1,2.0517452790816915,12.752710469917261,5.762261599972483,385.0,346,True,True
EDNRB-AS1,0.005708127809597246,0.006908690935502348,2.0059321171750617,4840.5,340,False,True
EDNRB,0.06287287404657523,0.1325656710311128,2.8623066943611235,2117.0,341,False,True
OBI1-AS1,0.6999275615776274,12.020082320211001,15.427929017424557,38.0,346,True,True
AL139002.1,0.0001579932669032922,0.0001579683835149968,0.4072119192834476,13557.0,59,False,False
LINC01069,0.0016619103075204795,0.00201289529265341,0.8069108853385849,9795.5,104,False,False
LINC00446,0.00012023386978175069,0.0001212131421664435,0.3457718847120588,13185.0,47,False,False
AL138957.1,0.00029213849351929504,0.00029702163791691917,0.7949176200026941,10351.0,141,False,False
AL445209.1,0.0017806536747842746,0.0019474012018572526,1.762446130644956,5428.0,268,False,True
POU4F1,0.0004993183435151216,0.000528879337831392,1.1120033416923223,8050.5,192,False,True
OBI1,0.11223831744126427,0.15434637130622686,1.2701019201792743,13369.0,342,False,True
LINC00331,0.001765251815432067,0.0034374622394911006,0.7792732010205944,11029.0,92,False,False
RBM26,1.975198038101219,11.64046969050296,1.1411920599157683,15863.0,340,False,True
RBM26-AS1,0.04955523404864205,0.06196979040327699,1.1685650945119017,14456.5,314,False,True
NDFIP2-AS1,0.00017836346798201857,0.00018230641841258198,0.36068251142020685,12362.0,38,False,False
NDFIP2,0.8778736888546184,4.224851982374733,1.4398817713182217,10250.0,346,True,True
LINC01068,0.0025502498082220094,0.0027901771700280993,0.9511854258783964,12902.0,149,False,False
AL136442.1,0.0052982396171594595,0.007927241367983723,0.9628249649331666,10464.0,155,False,False
LINC01038,6.806628165330514e-05,7.004902012796137e-05,0.12477982931454336,17191.5,16,False,False
LINC00382,0.0010840921647263637,0.0017307895299581246,0.8543372061187273,10393.0,126,False,False
AL158064.1,0.021202398317918224,0.05220447302598389,1.6776990649635097,6757.5,334,False,True
LINC01080,0.010992456069922454,0.014160671237939416,2.0737902289589494,4785.0,325,False,True
AL137781.1,0.005587893939815495,0.007848072484593292,1.316964003826247,9798.0,259,False,True
SPRY2,0.0928901042556828,0.12521762318786944,1.3341007274414163,11503.5,322,False,True
AL590807.1,0.22011790868585374,0.7561371430038673,1.6402480050325958,7525.5,342,False,True
LINC00377,0.0052500467024122295,0.007216779666603331,1.112359331578563,10779.0,184,False,True
LINC00564,7.452512589777935e-06,8.446129591463569e-06,0.02165538581586402,8018.0,4,False,False
AL353633.1,0.000162464774457159,0.000162438460359197,0.4916136445560264,11691.0,71,False,False
AL445255.1,0.009365324154487605,0.08098076288909195,2.2202491926732413,3942.5,264,False,True
AL353688.1,0.03251531242920113,0.03817627753670612,1.1147263388672677,14583.5,242,False,True
SLITRK1,0.10175312906161936,0.12939041591956543,1.3252688700432254,11797.0,318,False,True
AL355481.1,0.006697324647347104,0.007735572829592371,1.4580073490824985,8498.0,303,False,True
AL590681.1,2.335120611463753e-05,2.335067243722256e-05,0.09623142411081959,14596.0,15,False,False
AL445604.1,0.0003785876395607191,0.00038937485621296127,0.524107138062508,15436.0,63,False,False
AL162493.1,0.17237661620156364,1.788608845247425,2.4603340969807284,2907.0,336,False,True
LINC00333,0.00028965432265603576,0.00030546926832183014,0.31530406672305455,13305.0,31,False,False
AL445588.1,0.0002846859809295171,0.0003044784530031541,0.5558251696532287,12370.0,78,False,False
AL356313.1,1.093035179834097e-05,1.0930237756266174e-05,0.03642850026515157,17888.5,4,False,False
LINC00375,7.65124625883868e-05,8.346232831551854e-05,0.27803791357528973,14831.0,46,False,False
AL160154.1,0.000277730302512391,0.00027864697517810197,0.5277575018930367,13361.0,74,False,False
LINC00351,0.01225044019507697,0.05245326447348166,3.474562824569027,1363.0,343,False,True
AL356413.1,0.0016440242773050125,0.002373656211283068,1.106536103265947,10755.0,171,False,True
SLITRK6,0.0017533277952884222,0.0032964032199890034,0.8738752039109625,8954.5,106,False,False
AL354994.1,0.002967590513249574,0.005801671938177808,1.1249822810121244,7997.0,171,False,True
AL445207.1,0.040748848338387794,0.18659058891563704,1.0590948325181746,13286.5,174,False,True
LINC00430,0.001855675634854706,0.002524946827043349,0.5442935169689341,12459.5,42,False,False
AL360267.2,0.007848986259554122,0.010123498983762521,0.5536987896180984,10992.5,26,False,False
AL360267.1,2.335120611463753e-05,2.335067243722256e-05,0.05095885532513837,19168.0,4,False,False
MIR4500HG,0.3694339667637812,2.217269551415011,1.5114491206305742,8743.0,328,False,True
AL355578.1,0.0028975368949056613,0.0030809206961983967,0.7589318244782876,8876.0,79,False,False
SLITRK5,0.5772204512844157,2.262365344879714,1.0558195733386826,17364.0,228,False,True
LINC00397,0.0008312035708465656,0.0008772155195302937,0.3650820831181315,14389.5,16,False,False
AL445647.1,0.001338471261124117,0.0014618826936288445,0.3975244928498917,11701.0,20,False,False
LINC00373,0.0008187827165302691,0.001106276681167505,0.821577110906776,9403.0,105,False,False
AL355677.1,0.0002747492974764799,0.00028162962864036555,0.33955255941857904,11573.0,27,False,False
LINC00433,0.0016087490510467302,0.001926123141689181,0.8167600372116295,9017.0,99,False,False
AL445242.1,0.011329309638980416,0.015469763279411436,0.7205938151761683,14122.0,53,False,False
LINC00560,0.0001490502517955587,0.00015797112941118814,0.1981154025317781,12717.0,15,False,False
LINC00440,0.02330649103909886,0.05657289207087055,0.8516288282521713,14440.0,93,False,False
LINC01047,0.001118870556811994,0.0013282770346268913,0.4365946696163071,12662.0,22,False,False
LINC02336,0.006118016002035033,0.01835836107786543,1.3944786485125025,8633.0,267,False,True
LINC01040,0.00022357537769333806,0.00023743686654482618,0.523880278472206,12373.0,69,False,False
LINC00353,9.936683453037247e-06,9.936589652196498e-06,0.043682065252017496,9819.0,7,False,False
LINC00559,0.0006672482938714511,0.0007105248337921613,0.9176814462953398,9484.0,133,False,False
LINC01049,0.0005321093989101445,0.0006530541210844023,0.8916078798902809,10765.0,143,False,False
LINC00410,0.0003060498503535472,0.0003794878299376421,0.5910914899632942,12000.0,78,False,False
LINC00380,1.987336690607449e-06,1.9873337284756365e-06,0.007067591612284908,18932.0,1,False,False
LINC00379,7.154412086186818e-05,7.352637552166165e-05,0.3089361346430477,9862.0,41,False,False
MIR17HG,0.00689357414554459,0.007260416088256765,1.7631564069937509,6153.0,331,False,True
GPC5,3.1422431267960556,155.34363350677498,29.64399976833809,6.0,346,True,True
AL162456.1,0.003607512927625172,0.0038955822221872485,1.4452212595310845,8699.0,260,False,True
GPC5-AS2,0.024154586971815592,0.0365802670510807,1.8113000027212958,6403.0,309,False,True
GPC5-IT1,0.0016196794028450713,0.0016836326570987123,1.281417044000112,7815.0,205,False,True
AL356737.2,0.02517905903582373,0.03978399153149767,1.7590418292678605,6556.5,302,False,True
GPC5-AS1,0.004958901877238238,0.005722293010267493,1.5156418665395421,7804.0,264,False,True
LINC00363,0.0008416370884722548,0.0010058781805586026,1.240777107699801,8158.0,220,False,True
AL354811.2,0.0002822018100662578,0.00031491338405940765,0.6778514965154747,11510.0,107,False,False
AL354811.1,0.0009723044758796946,0.0009971949723043374,0.7995300148307224,10895.5,98,False,False
GPC6,2.3925228444352586,62.500644201402956,6.4168192947098355,342.5,346,True,True
AL160159.1,0.0006573116104184139,0.0006767532550054586,0.41322185998676103,12773.0,27,False,False
GPC6-AS2,0.002815062422245452,0.003194670087694295,0.6208028246617152,14263.0,45,False,False
GPC6-AS1,0.008640939930761189,0.011144848981075576,0.6717338534688672,15258.0,43,False,False
DCT,0.02385847380491508,0.06651584043740051,1.002459052090729,16156.0,157,False,False
TGDS,0.061905041078249394,0.07499402247899489,1.251500563520388,13128.0,333,False,True
GPR180,0.27739146160664246,0.5688691273231219,0.9401281985523005,18109.0,119,False,False
LINC00391,0.013457747234620995,0.016693870007578757,2.645775920738525,3077.0,326,False,True
SOX21-AS1,0.04636953333359831,0.10142791774911725,2.915985480229957,2319.0,345,False,True
SOX21,0.008318991386882782,0.009356736954601402,2.2182526184755584,3978.0,305,False,True
LINC00557,7.104728668921631e-05,7.203594310749214e-05,0.26998393663835657,14228.0,48,False,False
AL139381.1,0.001989820861470709,0.0021945329172427266,1.5058141315534104,6962.5,270,False,True
ABCC4,0.2371285170891082,0.9215843942760814,7.255498967579505,250.0,346,True,True
CLDN10,0.05277074481404491,0.09421521183299188,2.5317128611413087,2794.5,338,False,True
CLDN10-AS1,0.0018089732226254309,0.0019577330680053216,1.6535533602728372,6043.0,279,False,True
DZIP1,0.5207835671103727,1.5137365186799396,0.9642397184819673,18575.5,164,False,True
DNAJC3-DT,0.05684031352223631,0.07333185803239398,1.297193905857992,12561.0,341,False,True
DNAJC3,0.31145143147861826,0.5234825401150112,1.640221335701166,7144.5,346,True,True
AL138955.1,0.005568517407082073,0.005690536773399137,1.3305385633121303,9898.0,261,False,True
UGGT2,1.638940173216266,9.025668573404996,1.329012668538028,11486.0,346,True,True
HS6ST3,6.063974852241517,316.2886544773553,7.032904309291424,279.0,346,True,True
AL353581.1,0.00033983457409387385,0.00034766860605219663,0.3471374457262307,16125.0,19,False,False
OXGR1,0.002032051766146117,0.0022276509759450343,0.9167834693523895,8425.0,126,False,False
LINC00456,0.0029959100610907298,0.003543390617844679,0.6117606003415978,10984.0,46,False,False
MBNL2,2.3081261203610595,12.347025750781105,2.190055389426957,3534.0,346,True,True
AL161430.1,0.03197078217597469,0.03994335696996595,1.140900067099689,14552.0,261,False,True
AL442067.3,0.0546110185895474,0.0776498867757575,1.2121251307317962,13602.5,322,False,True
RAP2A,0.41805664307035567,1.1274976488270427,1.3291645434334736,11776.0,309,False,True
AL442067.1,0.002169674831970683,0.002204715172284342,0.7765995979843119,12912.0,84,False,False
AL442067.2,0.0036398071488475433,0.0037607060478305047,0.7993933463973221,14918.0,81,False,False
AL359502.1,0.0017135810614762731,0.0018259111366522437,0.5044935129343424,12280.0,37,False,False
AL359502.2,0.003886236898482867,0.004231837773118938,0.5442115690877588,8043.5,26,False,False
AL356580.1,0.01243973401485733,0.01613545988719979,0.6859098047115805,12126.0,41,False,False
IPO5,0.33869384283346515,0.7154500363765659,1.136139210055934,16592.5,304,False,True
FARP1,1.0164402427730501,5.38964686121686,1.901387495806986,5531.0,346,True,True
RNF113B,0.0005986851780454941,0.0006062764020843412,0.5063567478926029,14994.0,51,False,False
AL445223.1,0.009085109681111954,0.009546111790908652,0.8531309635218047,15804.0,97,False,False
AL161896.1,0.0013762306582456587,0.0014538308373581636,0.66016324681817,12305.5,70,False,False
FARP1-AS1,0.0002494107546712349,0.0002493486728316285,0.3739293960258238,13290.0,42,False,False
STK24,0.29527401398290093,0.5779726499996366,1.418936194048693,11034.0,344,False,True
STK24-AS1,0.0011427185970992835,0.0011662550793750618,0.9832581416807822,10492.5,150,False,False
SLC15A1,0.0010597472902664224,0.001110295531535773,1.1770948151483684,8520.0,170,False,True
DOCK9,1.667617938495904,7.031405599711917,2.327564014970861,3566.0,346,True,True
DOCK9-AS1,0.0026620374970686782,0.002800028022996898,0.9593632901980491,13362.0,149,False,False
DOCK9-DT,0.0025283891046253273,0.0026213644900746724,0.9469237415760077,8910.0,116,False,False
UBAC2-AS1,0.010157774659867325,0.01099759099749706,1.1988683784047367,12805.0,253,False,True
UBAC2,0.8726276168255873,3.1195576369425564,1.3795463308333418,11862.0,344,False,True
GPR18,0.00932955209405667,0.010363374594161135,0.8101806820843864,16789.0,82,False,False
GPR183,0.020437273692034356,0.06484499647826454,4.64197957680752,792.0,337,False,True
AL136961.1,1.6395527697511455e-05,1.6395267029911917e-05,0.08030845615118432,17714.0,12,False,False
TM9SF2,0.317489954013029,0.5119598799496397,1.320756601557764,11900.0,346,True,True
LINC01232,0.002305807395277293,0.0023978713367174727,1.6111782322127806,6889.5,294,False,True
AL139035.1,4.272773884806016e-05,4.272593441609744e-05,0.09407847576941777,14679.0,11,False,False
LINC00449,0.0015963281967304337,0.0016454515044911162,0.821458543017898,11220.0,107,False,False
LINC01039,0.0002414614079088051,0.00026326393869249913,0.37911011021954677,16181.0,21,False,False
AL139035.2,0.0009320609078948938,0.000998762114058691,0.816657992505993,12670.0,115,False,False
CLYBL,0.24432565691414307,0.5656560193356847,1.6514989620414318,6814.0,346,True,True
CLYBL-AS2,0.00015600593021268476,0.0001609500140544088,0.359576471951788,11546.0,43,False,False
CLYBL-AS1,0.0008615104553783292,0.0009015091051715651,1.1911233230576028,8485.5,194,False,True
AL137139.2,0.29302285834661534,2.081675096427174,7.379089341064052,234.5,346,True,True
ZIC5,0.009974442850158789,0.012514142682565791,2.5674979031362155,2918.0,321,False,True
AL355338.1,0.0015044138747898391,0.001598537237385669,1.8556365902213334,4909.5,278,False,True
ZIC2,0.010546795817053733,0.013515939500670067,2.784606409022407,2445.0,327,False,True
LINC00554,1.8382864388118907e-05,1.9376204430480027e-05,0.06958113548555411,17406.0,8,False,False
PCCA-DT,0.03924691863446121,0.05120163324843734,1.3951526466898072,10230.0,334,False,True
PCCA,1.4595760812105265,5.803355415347608,1.657872593054929,6836.5,346,True,True
AL353697.1,0.015981664831692454,0.01890500565018361,0.9315319431635565,15832.0,130,False,False
PCCA-AS1,0.009084612846939302,0.009918249798458218,0.9841328302211927,15893.0,164,False,True
GGACT,0.0028051257387924147,0.0028996062885714045,1.376417002907154,9991.0,261,False,True
AL356966.1,0.002071301665785614,0.0022101007149721444,1.7318283700168053,5860.0,297,False,True
AL136526.1,0.001259474627672471,0.0012976357298565843,0.9175137321858076,11090.0,137,False,False
TMTC4,0.3251670356488456,0.6682280494049827,2.432984124077962,3076.5,346,True,True
NALCN-AS1,0.024026900589444063,0.06752976365463086,2.0369567110471185,5074.0,344,False,True
LINC00411,0.00016544577949307015,0.0001793298531185682,0.3908299662741569,15273.0,59,False,False
NALCN,2.2641190335184205,12.033851945005916,1.7470837874674339,5911.0,346,True,True
ITGBL1,0.03069590568895001,0.07032319320395945,2.2545714358156976,3635.0,339,False,True
FGF14,12.298729495653694,710.4943294366507,7.057035016304625,320.5,346,True,True
AL160153.1,0.0004943500017886031,0.0004990742095479834,0.5123717147316565,11566.0,55,False,False
FGF14-IT1,0.04699653805948496,0.05841207917341808,0.5702643539185255,17637.0,8,False,False
FGF14-AS1,0.03428404208384176,0.04436096892455478,0.5583262594897201,11910.5,12,False,False
FGF14-AS2,0.01175956803249693,0.012481803580599913,0.8310981778917376,17357.0,75,False,False
LINC00555,8.44618093508166e-06,8.44611379342723e-06,0.030017902835356918,8003.5,2,False,False
AL158063.1,0.0015213062366600024,0.0015557583657245181,1.245027303032983,10168.0,235,False,True
TPP2,0.5657714046098262,1.2406666502782997,1.2871029958077294,12352.5,346,True,True
METTL21C,0.004440703835162345,0.005376895604217564,0.7826043612069713,12485.5,88,False,False
CCDC168,0.015378011311920443,0.0302979664040106,1.1365630449454056,13003.0,212,False,True
LINC00283,0.0020842193542745624,0.002365059374102187,0.5799444193316468,14508.0,52,False,False
AL157769.1,0.02433046626893435,0.06520629446298432,1.104352563614945,13373.0,220,False,True
TEX30,0.02480494290381688,0.029758189903336802,1.1299454168731027,15002.0,252,False,True
POGLUT2,0.02956958261954824,0.03387423864882538,0.969793583477109,17505.5,158,False,False
BIVM,0.22226472914588244,0.37767425162403734,0.8579074917784606,19009.0,45,False,False
ERCC5,0.22582305549041506,0.3532075389283764,1.2016953790948368,15359.0,333,False,True
AL137246.1,0.005516349818953627,0.005785016749758988,0.6637429268355696,16175.0,37,False,False
AL137246.2,0.0023082915661405525,0.002377489663302243,0.6267471846191324,14049.0,52,False,False
SLC10A2,0.00019177799064361886,0.00020962734621141852,0.43766923108583367,13085.0,64,False,False
AL162717.1,0.0011784906575302175,0.0016063673405696712,1.4934272481686879,6010.0,247,False,True
LINC01309,0.0025721105118186914,0.002603255449841355,0.9036137795898102,14475.5,126,False,False
AL136524.1,1.9873366906074493e-05,1.9872981828938794e-05,0.0990380901414742,15680.0,17,False,False
AL138954.1,4.471507553866761e-06,5.465158620068242e-06,0.01892329084137671,12215.0,3,False,False
DAOA-AS1,0.0005698687960316861,0.0006162467639887078,0.8403539262900491,10092.0,122,False,False
DAOA,7.25377892071719e-05,7.451990119095001e-05,0.24975262361128808,14056.0,35,False,False
AL359745.1,9.588899532180943e-05,0.00010581653664869382,0.20330363393555625,12698.0,19,False,False
LINC00343,0.09671672105344743,0.611547794616249,1.4063593034102035,10017.5,284,False,True
AL138701.2,0.22257922517717108,1.1253123821662752,1.1925613965675024,12665.5,228,False,True
AL139379.1,0.03717412646615764,0.177558961829447,1.2199368354241542,11769.0,233,False,True
LINC00460,0.001894925534494203,0.002039392388402942,0.9985809020014323,7448.0,137,False,False
EFNB2,0.21320048650002185,0.4656480403261717,1.2636113723042244,13862.5,312,False,True
AL138689.2,0.039992169893439004,0.07391945731604482,1.3036219157497153,11130.0,291,False,True
AL138689.1,0.0019242387506806628,0.0019632647701761743,0.7869120187835249,12969.0,81,False,False
ARGLU1,1.4177928241246776,4.995481209515675,1.423952252636462,11916.0,345,False,True
LINC00551,0.10303893590044239,0.2349359317330448,0.8288611058596377,17569.5,60,False,False
LINC00443,0.0010055923654473694,0.001041347395595114,0.5700335061210482,11497.5,62,False,False
AL163534.1,5.812959820026789e-05,6.408826106314154e-05,0.24383665245576447,14044.0,39,False,False
AL162574.2,2.2854371941985666e-05,2.3847529813240254e-05,0.08033190493609774,16620.0,8,False,False
AL162574.1,0.0009648519632899167,0.0009857822173458604,0.6347450299483959,10167.0,73,False,False
AL354741.1,0.0003602047751726002,0.0003859105964040125,0.34777349858981227,16190.0,31,False,False
FAM155A,13.010951218833592,818.1855828669254,5.058594349065088,701.0,346,True,True
AL445649.1,0.0023540003100245236,0.0024130486338947007,0.6818578300862282,10225.0,63,False,False
FAM155A-IT1,0.02765726788901122,0.03171264432090298,0.6008312815392326,17398.5,14,False,False
AL359436.1,0.049482199425262226,0.10770516670453849,0.7672702333707236,14719.0,43,False,False
AL136964.1,0.006082243941604099,0.006675239297647568,0.8954162175196868,10564.0,107,False,False
LIG4,0.1040047815320776,0.13087967965040628,1.2066905064793638,14795.0,313,False,True
ABHD13,0.13512100893109108,0.19195890877614652,1.0901462873088383,16592.0,266,False,True
TNFSF13B,0.16597987622867091,0.34206814921098516,1.175398434255495,15150.0,307,False,True
AL157762.1,0.0013578477938575397,0.0013858147821054717,0.7619906808147169,10428.0,83,False,False
AL138694.1,0.055476006884134295,0.23541237234328727,1.1767971262007595,13827.0,234,False,True
MYO16,0.7370370996013402,10.212385180288567,4.57945373522775,708.5,346,True,True
MYO16-AS2,0.00013911356834252146,0.00014108162254240252,0.23895867702137202,14440.5,22,False,False
MYO16-AS1,0.017454281319432576,0.024315977570392895,1.259202239107678,10424.0,244,False,True
AL161431.1,0.0003060498503535472,0.0003178803619201155,0.7668215000582872,10791.0,131,False,False
LINC00370,0.0006384319118576431,0.0006628663545188077,0.867283894698844,10049.0,134,False,False
LINC01067,2.2854371941985666e-05,2.2853860974247893e-05,0.09276723877605869,17291.5,14,False,False
LINC00399,6.558211079004582e-05,6.657151119709553e-05,0.23195286741660814,13171.0,36,False,False
AL163541.1,0.218677586419336,1.7539878711607226,14.490455048131803,48.5,346,True,True
LINC00676,0.00025785693560631653,0.0002617652488422133,1.1308985729696501,5464.0,183,False,True
IRS2,0.32456338212907354,0.6428648621833006,1.6434710071163825,8125.5,346,True,True
AL162497.1,0.04477867031276705,0.060440000537654484,0.8554894685832767,17179.0,69,False,False
AL355810.1,0.0015068980456530985,0.0015543114934334324,0.671714256999914,11675.0,62,False,False
AL355974.1,0.0009549152798368794,0.0010076620079325427,0.6789066520209355,10523.0,87,False,False
AL390755.1,0.057849383726892245,0.1319027064836803,1.2294554772241417,12278.5,216,False,True
AL355974.2,0.0009588899532180943,0.0010086480700170293,0.972430181461467,8705.0,147,False,False
LINC00396,0.00025934743812427215,0.0002652423188838781,0.36655636519296164,14247.0,38,False,False
AL390755.3,0.001100984526596527,0.0011872157639048325,0.5875155909366677,11728.0,49,False,False
COL4A1,0.10615706716800546,0.4561569648637218,2.5651454370232356,6460.0,264,False,True
COL4A2,0.1857066770538131,0.6216176423168964,1.9880985837046918,7988.5,328,False,True
COL4A2-AS2,0.00085902628451507,0.0009069785578953721,0.5677638265474668,11185.0,53,False,False
COL4A2-AS1,0.000624023720850739,0.0006355586511574579,0.5936888317080822,12040.0,70,False,False
RAB20,0.0122449750191778,0.018362110982706577,3.3254129491624798,1561.0,345,False,True
AL139385.1,0.0009534247773189238,0.0009882883099592546,0.9154048182278927,8258.0,123,False,False
NAXD,0.10351192203280696,0.13294743324262148,1.0138326749451152,17916.0,224,False,True
CARS2,0.2628456475339139,0.740590763834686,1.1697642715840002,16332.0,333,False,True
